target,new_brand,cleaned_tweet,tokenized_tweet,cleaned_tweet_str
-1.0,apple,houston airpo number peeps texting away hysterical one user coveting electric outlet lol,"['houston', 'airpo', 'number', 'peep', 'texting', 'away', 'hysterical', 'one', 'user', 'coveting', 'electric', 'outlet', 'lol']",h o u s t o n   a i r p o   n u m b e r   p e e p s   t e x t i n g   a w a y   h y s t e r i c a l   o n e   u s e r   c o v e t i n g   e l e c t r i c   o u t l e t   l o l
-1.0,apple,mike tyson appears promote iphoneipad game,"['mike', 'tyson', 'appears', 'promote', 'iphoneipad', 'game']",m i k e   t y s o n   a p p e a r s   p r o m o t e   i p h o n e i p a d   g a m e
1.0,apple,crowley cashmore think ipad minor step tell people standing line apple popup store,"['crowley', 'cashmore', 'think', 'ipad', 'minor', 'step', 'tell', 'people', 'standing', 'line', 'apple', 'popup', 'store']",c r o w l e y   c a s h m o r e   t h i n k   i p a d   m i n o r   s t e p   t e l l   p e o p l e   s t a n d i n g   l i n e   a p p l e   p o p u p   s t o r e
1.0,apple,lose hour tonight attendees blame microsoft apple get credit fixing christmas,"['lose', 'hour', 'tonight', 'attendee', 'blame', 'microsoft', 'apple', 'get', 'credit', 'fixing', 'christmas']",l o s e   h o u r   t o n i g h t   a t t e n d e e s   b l a m e   m i c r o s o f t   a p p l e   g e t   c r e d i t   f i x i n g   c h r i s t m a s
-1.0,apple,please hear people talk ipad preferrably hashtags really deficit life,"['please', 'hear', 'people', 'talk', 'ipad', 'preferrably', 'hashtags', 'really', 'deficit', 'life']",p l e a s e   h e a r   p e o p l e   t a l k   i p a d   p r e f e r r a b l y   h a s h t a g s   r e a l l y   d e f i c i t   l i f e
-1.0,apple,quotwhen want buy new apple device stand line behind cause steve doesnt fedex every new product quot kawasaki,"['quotwhen', 'want', 'buy', 'new', 'apple', 'device', 'stand', 'line', 'behind', 'cause', 'steve', 'doesnt', 'fedex', 'every', 'new', 'product', 'quot', 'kawasaki']",q u o t w h e n   w a n t   b u y   n e w   a p p l e   d e v i c e   s t a n d   l i n e   b e h i n d   c a u s e   s t e v e   d o e s n t   f e d e x   e v e r y   n e w   p r o d u c t   q u o t   k a w a s a k i
1.0,both,innovation banking coming mobile innovators apple google verizon,"['innovation', 'banking', 'coming', 'mobile', 'innovator', 'apple', 'google', 'verizon']",i n n o v a t i o n   b a n k i n g   c o m i n g   m o b i l e   i n n o v a t o r s   a p p l e   g o o g l e   v e r i z o n
1.0,apple,tron ipad app swish behind scenes footage amp directors notes syncs blueray playing film,"['tron', 'ipad', 'app', 'swish', 'behind', 'scene', 'footage', 'amp', 'director', 'note', 'syncs', 'blueray', 'playing', 'film']",t r o n   i p a d   a p p   s w i s h   b e h i n d   s c e n e s   f o o t a g e   a m p   d i r e c t o r s   n o t e s   s y n c s   b l u e r a y   p l a y i n g   f i l m
1.0,apple,think ipad eminent typing thoughtful notes phone working mac book big handwriting ridic day conquered,"['think', 'ipad', 'eminent', 'typing', 'thoughtful', 'note', 'phone', 'working', 'mac', 'book', 'big', 'handwriting', 'ridic', 'day', 'conquered']",t h i n k   i p a d   e m i n e n t   t y p i n g   t h o u g h t f u l   n o t e s   p h o n e   w o r k i n g   m a c   b o o k   b i g   h a n d w r i t i n g   r i d i c   d a y   c o n q u e r e d
1.0,apple,verizon iphone kicking hairy butts hows atampt phone,"['verizon', 'iphone', 'kicking', 'hairy', 'butt', 'hows', 'atampt', 'phone']",v e r i z o n   i p h o n e   k i c k i n g   h a i r y   b u t t s   h o w s   a t a m p t   p h o n e
1.0,apple,verizon iphone kicking hairy butts hows atampt phone,"['verizon', 'iphone', 'kicking', 'hairy', 'butt', 'hows', 'atampt', 'phone']",v e r i z o n   i p h o n e   k i c k i n g   h a i r y   b u t t s   h o w s   a t a m p t   p h o n e
1.0,apple,lisa cohen announced iphone app month sweet,"['lisa', 'cohen', 'announced', 'iphone', 'app', 'month', 'sweet']",l i s a   c o h e n   a n n o u n c e d   i p h o n e   a p p   m o n t h   s w e e t
1.0,apple,mike tyson launched iphone game,"['mike', 'tyson', 'launched', 'iphone', 'game']",m i k e   t y s o n   l a u n c h e d   i p h o n e   g a m e
1.0,apple,wanting line unconfirmed apple popup store ipad,"['wanting', 'line', 'unconfirmed', 'apple', 'popup', 'store', 'ipad']",w a n t i n g   l i n e   u n c o n f i r m e d   a p p l e   p o p u p   s t o r e   i p a d
1.0,apple,waiting line ipad said may leftcrossing fingers,"['waiting', 'line', 'ipad', 'said', 'may', 'leftcrossing', 'finger']",w a i t i n g   l i n e   i p a d   s a i d   m a y   l e f t c r o s s i n g   f i n g e r s
1.0,apple,love quotapple comes cool technology ones ever heard dont go conferencesquot,"['love', 'quotapple', 'come', 'cool', 'technology', 'one', 'ever', 'heard', 'dont', 'go', 'conferencesquot']",l o v e   q u o t a p p l e   c o m e s   c o o l   t e c h n o l o g y   o n e s   e v e r   h e a r d   d o n t   g o   c o n f e r e n c e s q u o t
1.0,apple,order week wait decided need ipad,"['order', 'week', 'wait', 'decided', 'need', 'ipad']",o r d e r   w e e k   w a i t   d e c i d e d   n e e d   i p a d
1.0,apple,never seen many apple products life,"['never', 'seen', 'many', 'apple', 'product', 'life']",n e v e r   s e e n   m a n y   a p p l e   p r o d u c t s   l i f e
1.0,apple,never seen many heads turn one point someone asks question reid hoffman,"['never', 'seen', 'many', 'head', 'turn', 'one', 'point', 'someone', 'asks', 'question', 'reid', 'hoffman']",n e v e r   s e e n   m a n y   h e a d s   t u r n   o n e   p o i n t   s o m e o n e   a s k s   q u e s t i o n   r e i d   h o f f m a n
1.0,apple,podcast social business summit listened new iphone delight,"['podcast', 'social', 'business', 'summit', 'listened', 'new', 'iphone', 'delight']",p o d c a s t   s o c i a l   b u s i n e s s   s u m m i t   l i s t e n e d   n e w   i p h o n e   d e l i g h t
1.0,apple,ts rumor apple opening temporary store downtown ipad launch,"['t', 'rumor', 'apple', 'opening', 'temporary', 'store', 'downtown', 'ipad', 'launch']",t s   r u m o r   a p p l e   o p e n i n g   t e m p o r a r y   s t o r e   d o w n t o w n   i p a d   l a u n c h
-1.0,apple,sitting floor behind guy whos fondling new ipad disturbing way,"['sitting', 'floor', 'behind', 'guy', 'who', 'fondling', 'new', 'ipad', 'disturbing', 'way']",s i t t i n g   f l o o r   b e h i n d   g u y   w h o s   f o n d l i n g   n e w   i p a d   d i s t u r b i n g   w a y
1.0,apple,sitting ground waiting ipad popup store geek,"['sitting', 'ground', 'waiting', 'ipad', 'popup', 'store', 'geek']",s i t t i n g   g r o u n d   w a i t i n g   i p a d   p o p u p   s t o r e   g e e k
1.0,apple,windows scarborough building corner 6th amp congress blacked apple popup store born,"['window', 'scarborough', 'building', 'corner', '6th', 'amp', 'congress', 'blacked', 'apple', 'popup', 'store', 'born']",w i n d o w s   s c a r b o r o u g h   b u i l d i n g   c o r n e r   6 t h   a m p   c o n g r e s s   b l a c k e d   a p p l e   p o p u p   s t o r e   b o r n
1.0,apple,ive taken iphone ipad apps granted realizing amazing apps big applause designersdevs,"['ive', 'taken', 'iphone', 'ipad', 'apps', 'granted', 'realizing', 'amazing', 'apps', 'big', 'applause', 'designersdevs']",i v e   t a k e n   i p h o n e   i p a d   a p p s   g r a n t e d   r e a l i z i n g   a m a z i n g   a p p s   b i g   a p p l a u s e   d e s i g n e r s d e v s
-1.0,apple,made time podcast strange iphone corrects quotnostalgicquot,"['made', 'time', 'podcast', 'strange', 'iphone', 'corrects', 'quotnostalgicquot']",m a d e   t i m e   p o d c a s t   s t r a n g e   i p h o n e   c o r r e c t s   q u o t n o s t a l g i c q u o t
-1.0,apple,never first year dont want go jumped shark rumor apple opening temp,"['never', 'first', 'year', 'dont', 'want', 'go', 'jumped', 'shark', 'rumor', 'apple', 'opening', 'temp']",n e v e r   f i r s t   y e a r   d o n t   w a n t   g o   j u m p e d   s h a r k   r u m o r   a p p l e   o p e n i n g   t e m p
1.0,apple,fun w new checkins feature iphone see latest aicle quotroll 4squarequot,"['fun', 'w', 'new', 'checkins', 'feature', 'iphone', 'see', 'latest', 'aicle', 'quotroll', '4squarequot']",f u n   w   n e w   c h e c k i n s   f e a t u r e   i p h o n e   s e e   l a t e s t   a i c l e   q u o t r o l l   4 s q u a r e q u o t
1.0,apple,mike tyson wants iphone knockout cnet blogs,"['mike', 'tyson', 'want', 'iphone', 'knockout', 'cnet', 'blog']",m i k e   t y s o n   w a n t s   i p h o n e   k n o c k o u t   c n e t   b l o g s
1.0,apple,whats going today share photos video irepo iphone app,"['whats', 'going', 'today', 'share', 'photo', 'video', 'irepo', 'iphone', 'app']",w h a t s   g o i n g   t o d a y   s h a r e   p h o t o s   v i d e o   i r e p o   i p h o n e   a p p
1.0,apple,arent apples woke sandwiched iphone ipad forgot much like geek spring break,"['arent', 'apple', 'woke', 'sandwiched', 'iphone', 'ipad', 'forgot', 'much', 'like', 'geek', 'spring', 'break']",a r e n t   a p p l e s   w o k e   s a n d w i c h e d   i p h o n e   i p a d   f o r g o t   m u c h   l i k e   g e e k   s p r i n g   b r e a k
1.0,apple,didnt get ipad im yes depressed,"['didnt', 'get', 'ipad', 'im', 'yes', 'depressed']",d i d n t   g e t   i p a d   i m   y e s   d e p r e s s e d
1.0,apple,lol dont see single pc user around meuojust macbooks ipads web devs definitely apple folks,"['lol', 'dont', 'see', 'single', 'pc', 'user', 'around', 'meuojust', 'macbooks', 'ipads', 'web', 'devs', 'definitely', 'apple', 'folk']",l o l   d o n t   s e e   s i n g l e   p c   u s e r   a r o u n d   m e u o j u s t   m a c b o o k s   i p a d s   w e b   d e v s   d e f i n i t e l y   a p p l e   f o l k s
-1.0,apple,groupedin guy quotdo iphone ipad ipod touchquot quotall thosequot decency blush least,"['groupedin', 'guy', 'quotdo', 'iphone', 'ipad', 'ipod', 'touchquot', 'quotall', 'thosequot', 'decency', 'blush', 'least']",g r o u p e d i n   g u y   q u o t d o   i p h o n e   i p a d   i p o d   t o u c h q u o t   q u o t a l l   t h o s e q u o t   d e c e n c y   b l u s h   l e a s t
1.0,apple,groupedin nice app groups aber leider nur fi_r iphone,"['groupedin', 'nice', 'app', 'group', 'aber', 'leider', 'nur', 'fi_r', 'iphone']",g r o u p e d i n   n i c e   a p p   g r o u p s   a b e r   l e i d e r   n u r   f i _ r   i p h o n e
1.0,apple,ipad sync complete im live,"['ipad', 'sync', 'complete', 'im', 'live']",i p a d   s y n c   c o m p l e t e   i m   l i v e
1.0,apple,testing mmod ipad app session flawless livesteam bracket show atampt ad atrix makes sense mute though,"['testing', 'mmod', 'ipad', 'app', 'session', 'flawless', 'livesteam', 'bracket', 'show', 'atampt', 'ad', 'atrix', 'make', 'sense', 'mute', 'though']",t e s t i n g   m m o d   i p a d   a p p   s e s s i o n   f l a w l e s s   l i v e s t e a m   b r a c k e t   s h o w   a t a m p t   a d   a t r i x   m a k e s   s e n s e   m u t e   t h o u g h
1.0,apple,cancel trip todayim weather found great itunes mix aists amp freelink,"['cancel', 'trip', 'todayim', 'weather', 'found', 'great', 'itunes', 'mix', 'aists', 'amp', 'freelink']",c a n c e l   t r i p   t o d a y i m   w e a t h e r   f o u n d   g r e a t   i t u n e s   m i x   a i s t s   a m p   f r e e l i n k
1.0,apple,including emotional thing ipad,"['including', 'emotional', 'thing', 'ipad']",i n c l u d i n g   e m o t i o n a l   t h i n g   i p a d
1.0,both,james franco going notes speech ipad vs android vs world got ipad days ago feels like expe already,"['james', 'franco', 'going', 'note', 'speech', 'ipad', 'v', 'android', 'v', 'world', 'got', 'ipad', 'day', 'ago', 'feel', 'like', 'expe', 'already']",j a m e s   f r a n c o   g o i n g   n o t e s   s p e e c h   i p a d   v s   a n d r o i d   v s   w o r l d   g o t   i p a d   d a y s   a g o   f e e l s   l i k e   e x p e   a l r e a d y
1.0,apple,crowley cashmore think ipad minor step tell people standing line apple popup store,"['crowley', 'cashmore', 'think', 'ipad', 'minor', 'step', 'tell', 'people', 'standing', 'line', 'apple', 'popup', 'store']",c r o w l e y   c a s h m o r e   t h i n k   i p a d   m i n o r   s t e p   t e l l   p e o p l e   s t a n d i n g   l i n e   a p p l e   p o p u p   s t o r e
1.0,apple,wow demand ipad insatiable seems sold everywhere texas suppose town isnt helping,"['wow', 'demand', 'ipad', 'insatiable', 'seems', 'sold', 'everywhere', 'texas', 'suppose', 'town', 'isnt', 'helping']",w o w   d e m a n d   i p a d   i n s a t i a b l e   s e e m s   s o l d   e v e r y w h e r e   t e x a s   s u p p o s e   t o w n   i s n t   h e l p i n g
-1.0,apple,line around corner say wait ive already got two cameras sorry,"['line', 'around', 'corner', 'say', 'wait', 'ive', 'already', 'got', 'two', 'camera', 'sorry']",l i n e   a r o u n d   c o r n e r   s a y   w a i t   i v e   a l r e a d y   g o t   t w o   c a m e r a s   s o r r y
1.0,apple,anyone find makeshift store yet,"['anyone', 'find', 'makeshift', 'store', 'yet']",a n y o n e   f i n d   m a k e s h i f t   s t o r e   y e t
1.0,apple,surrounded lots ipad boxes,"['surrounded', 'lot', 'ipad', 'box']",s u r r o u n d e d   l o t s   i p a d   b o x e s
1.0,apple,attendees come see booth trade show might win ipad,"['attendee', 'come', 'see', 'booth', 'trade', 'show', 'might', 'win', 'ipad']",a t t e n d e e s   c o m e   s e e   b o o t h   t r a d e   s h o w   m i g h t   w i n   i p a d
-1.0,apple,bereft wanderer white cord limp lifeless outlet iphone,"['bereft', 'wanderer', 'white', 'cord', 'limp', 'lifeless', 'outlet', 'iphone']",b e r e f t   w a n d e r e r   w h i t e   c o r d   l i m p   l i f e l e s s   o u t l e t   i p h o n e
1.0,apple,hey awesome new update app 3x speedup object tagging outside conf hours,"['hey', 'awesome', 'new', 'update', 'app', '3x', 'speedup', 'object', 'tagging', 'outside', 'conf', 'hour']",h e y   a w e s o m e   n e w   u p d a t e   a p p   3 x   s p e e d u p   o b j e c t   t a g g i n g   o u t s i d e   c o n f   h o u r s
1.0,apple,really finding enjoying ipad design principles well done useful clear points throughout,"['really', 'finding', 'enjoying', 'ipad', 'design', 'principle', 'well', 'done', 'useful', 'clear', 'point', 'throughout']",r e a l l y   f i n d i n g   e n j o y i n g   i p a d   d e s i g n   p r i n c i p l e s   w e l l   d o n e   u s e f u l   c l e a r   p o i n t s   t h r o u g h o u t
1.0,apple,cant handle everyones tweets new flipboard thinking taking plunge buying ipad,"['cant', 'handle', 'everyones', 'tweet', 'new', 'flipboard', 'thinking', 'taking', 'plunge', 'buying', 'ipad']",c a n t   h a n d l e   e v e r y o n e s   t w e e t s   n e w   f l i p b o a r d   t h i n k i n g   t a k i n g   p l u n g e   b u y i n g   i p a d
-1.0,apple,man panhandling ipad whatuas world coming,"['man', 'panhandling', 'ipad', 'whatuas', 'world', 'coming']",m a n   p a n h a n d l i n g   i p a d   w h a t u a s   w o r l d   c o m i n g
1.0,both,domo iphone amp android app share facebook strangers via,"['domo', 'iphone', 'amp', 'android', 'app', 'share', 'facebook', 'stranger', 'via']",d o m o   i p h o n e   a m p   a n d r o i d   a p p   s h a r e   f a c e b o o k   s t r a n g e r s   v i a
-1.0,apple,iphone app would b pretty awesome didnt crash every 10mins extended browsing,"['iphone', 'app', 'would', 'b', 'pretty', 'awesome', 'didnt', 'crash', 'every', '10mins', 'extended', 'browsing']",i p h o n e   a p p   w o u l d   b   p r e t t y   a w e s o m e   d i d n t   c r a s h   e v e r y   1 0 m i n s   e x t e n d e d   b r o w s i n g
1.0,apple,best iphone accessory via,"['best', 'iphone', 'accessory', 'via']",b e s t   i p h o n e   a c c e s s o r y   v i a
-1.0,apple,iphone app awesome ipad app crashes every time,"['iphone', 'app', 'awesome', 'ipad', 'app', 'crash', 'every', 'time']",i p h o n e   a p p   a w e s o m e   i p a d   a p p   c r a s h e s   e v e r y   t i m e
1.0,apple,im line,"['im', 'line']",i m   l i n e
1.0,apple,whoa line ipad2 3blks long,"['whoa', 'line', 'ipad', '2', '3blks', 'long']",w h o a   l i n e   i p a d 2   3 b l k s   l o n g
1.0,apple,anyone news musthave course,"['anyone', 'news', 'musthave', 'course']",a n y o n e   n e w s   m u s t h a v e   c o u r s e
1.0,apple,anyone know store still ipad stock,"['anyone', 'know', 'store', 'still', 'ipad', 'stock']",a n y o n e   k n o w   s t o r e   s t i l l   i p a d   s t o c k
-1.0,apple,asked one booth people paid every single booth show product ipad2s said,"['asked', 'one', 'booth', 'people', 'paid', 'every', 'single', 'booth', 'show', 'product', 'ipad', '2', 'said']",a s k e d   o n e   b o o t h   p e o p l e   p a i d   e v e r y   s i n g l e   b o o t h   s h o w   p r o d u c t   i p a d 2 s   s a i d
1.0,apple,one least helpful sessions leave session amp read ipad design notes instead,"['one', 'least', 'helpful', 'session', 'leave', 'session', 'amp', 'read', 'ipad', 'design', 'note', 'instead']",o n e   l e a s t   h e l p f u l   s e s s i o n s   l e a v e   s e s s i o n   a m p   r e a d   i p a d   d e s i g n   n o t e s   i n s t e a d
-1.0,apple,get line things probably get crazy temp store bit,"['get', 'line', 'thing', 'probably', 'get', 'crazy', 'temp', 'store', 'bit']",g e t   l i n e   t h i n g s   p r o b a b l y   g e t   c r a z y   t e m p   s t o r e   b i t
1.0,apple,apple opened popup store release ipad quite scene geek power,"['apple', 'opened', 'popup', 'store', 'release', 'ipad', 'quite', 'scene', 'geek', 'power']",a p p l e   o p e n e d   p o p u p   s t o r e   r e l e a s e   i p a d   q u i t e   s c e n e   g e e k   p o w e r
1.0,apple,lonely job protecting ipad someones gotta,"['lonely', 'job', 'protecting', 'ipad', 'someone', 'gotta']",l o n e l y   j o b   p r o t e c t i n g   i p a d   s o m e o n e s   g o t t a
-1.0,apple,ipad lines half blocks popup store,"['ipad', 'line', 'half', 'block', 'popup', 'store']",i p a d   l i n e s   h a l f   b l o c k s   p o p u p   s t o r e
-1.0,apple,internet blurs ipad fades uo,"['internet', 'blur', 'ipad', 'fade', 'uo']",i n t e r n e t   b l u r s   i p a d   f a d e s   u o
1.0,apple,new ipad apps speech therapy communication showcased conference,"['new', 'ipad', 'apps', 'speech', 'therapy', 'communication', 'showcased', 'conference']",n e w   i p a d   a p p s   s p e e c h   t h e r a p y   c o m m u n i c a t i o n   s h o w c a s e d   c o n f e r e n c e
1.0,apple,new ipad apps speech therapy communication showcased conference,"['new', 'ipad', 'apps', 'speech', 'therapy', 'communication', 'showcased', 'conference']",n e w   i p a d   a p p s   s p e e c h   t h e r a p y   c o m m u n i c a t i o n   s h o w c a s e d   c o n f e r e n c e
1.0,apple,covet ipad,"['covet', 'ipad']",c o v e t   i p a d
1.0,apple,buying new ipads,"['buying', 'new', 'ipads']",b u y i n g   n e w   i p a d s
1.0,apple,exclusive shot popup apple store,"['exclusive', 'shot', 'popup', 'apple', 'store']",e x c l u s i v e   s h o t   p o p u p   a p p l e   s t o r e
1.0,apple,news lots ipad bashing everyone wants one even consistent theme,"['news', 'lot', 'ipad', 'bashing', 'everyone', 'want', 'one', 'even', 'consistent', 'theme']",n e w s   l o t s   i p a d   b a s h i n g   e v e r y o n e   w a n t s   o n e   e v e n   c o n s i s t e n t   t h e m e
1.0,apple,guy next using ipad periscope,"['guy', 'next', 'using', 'ipad', 'periscope']",g u y   n e x t   u s i n g   i p a d   p e r i s c o p e
1.0,apple,sweet danfung dennis demoing immersive video rig ipad platform used hell back pay,"['sweet', 'danfung', 'dennis', 'demoing', 'immersive', 'video', 'rig', 'ipad', 'platform', 'used', 'hell', 'back', 'pay']",s w e e t   d a n f u n g   d e n n i s   d e m o i n g   i m m e r s i v e   v i d e o   r i g   i p a d   p l a t f o r m   u s e d   h e l l   b a c k   p a y
1.0,apple,im looking forward pre pay wed hoping ill win resulting shameless promotion,"['im', 'looking', 'forward', 'pre', 'pay', 'wed', 'hoping', 'ill', 'win', 'resulting', 'shameless', 'promotion']",i m   l o o k i n g   f o r w a r d   p r e   p a y   w e d   h o p i n g   i l l   w i n   r e s u l t i n g   s h a m e l e s s   p r o m o t i o n
-1.0,apple,tweeting pretty non existent today thanks iphone app hootsuite epic replacement,"['tweeting', 'pretty', 'non', 'existent', 'today', 'thanks', 'iphone', 'app', 'hootsuite', 'epic', 'replacement']",t w e e t i n g   p r e t t y   n o n   e x i s t e n t   t o d a y   t h a n k s   i p h o n e   a p p   h o o t s u i t e   e p i c   r e p l a c e m e n t
1.0,apple,im missing apples even opened temporary store downtown says hope got passpo,"['im', 'missing', 'apple', 'even', 'opened', 'temporary', 'store', 'downtown', 'say', 'hope', 'got', 'passpo']",i m   m i s s i n g   a p p l e s   e v e n   o p e n e d   t e m p o r a r y   s t o r e   d o w n t o w n   s a y s   h o p e   g o t   p a s s p o
1.0,apple,interesting presentation building iphone app,"['interesting', 'presentation', 'building', 'iphone', 'app']",i n t e r e s t i n g   p r e s e n t a t i o n   b u i l d i n g   i p h o n e   a p p
1.0,apple,well ipad really perfect device,"['well', 'ipad', 'really', 'perfect', 'device']",w e l l   i p a d   r e a l l y   p e r f e c t   d e v i c e
1.0,apple,interesting tidbit apple designed ipad case designing actual device,"['interesting', 'tidbit', 'apple', 'designed', 'ipad', 'case', 'designing', 'actual', 'device']",i n t e r e s t i n g   t i d b i t   a p p l e   d e s i g n e d   i p a d   c a s e   d e s i g n i n g   a c t u a l   d e v i c e
1.0,apple,whos going apple store therelink,"['who', 'going', 'apple', 'store', 'therelink']",w h o s   g o i n g   a p p l e   s t o r e   t h e r e l i n k
-1.0,apple,going mock technerds coming stand hour line ipad remembered horror movies,"['going', 'mock', 'technerds', 'coming', 'stand', 'hour', 'line', 'ipad', 'remembered', 'horror', 'movie']",g o i n g   m o c k   t e c h n e r d s   c o m i n g   s t a n d   h o u r   l i n e   i p a d   r e m e m b e r e d   h o r r o r   m o v i e s
1.0,apple,interesting see yellow pages app come example good practice,"['interesting', 'see', 'yellow', 'page', 'app', 'come', 'example', 'good', 'practice']",i n t e r e s t i n g   s e e   y e l l o w   p a g e s   a p p   c o m e   e x a m p l e   g o o d   p r a c t i c e
-1.0,apple,staing think like phones damn u wanted abacus,"['staing', 'think', 'like', 'phone', 'damn', 'u', 'wanted', 'abacus']",s t a i n g   t h i n k   l i k e   p h o n e s   d a m n   u   w a n t e d   a b a c u s
1.0,apple,unloaded popup store awesome,"['unloaded', 'popup', 'store', 'awesome']",u n l o a d e d   p o p u p   s t o r e   a w e s o m e
1.0,apple,lounge free daily free coffee recharge refresh ac details,"['lounge', 'free', 'daily', 'free', 'coffee', 'recharge', 'refresh', 'ac', 'detail']",l o u n g e   f r e e   d a i l y   f r e e   c o f f e e   r e c h a r g e   r e f r e s h   a c   d e t a i l s
1.0,apple,nice meeting last night confession installed ipad amp really like,"['nice', 'meeting', 'last', 'night', 'confession', 'installed', 'ipad', 'amp', 'really', 'like']",n i c e   m e e t i n g   l a s t   n i g h t   c o n f e s s i o n   i n s t a l l e d   i p a d   a m p   r e a l l y   l i k e
1.0,apple,nice move apple center apple fanboydom next week,"['nice', 'move', 'apple', 'center', 'apple', 'fanboydom', 'next', 'week']",n i c e   m o v e   a p p l e   c e n t e r   a p p l e   f a n b o y d o m   n e x t   w e e k
1.0,apple,nice vid ipad hope behind camera,"['nice', 'vid', 'ipad', 'hope', 'behind', 'camera']",n i c e   v i d   i p a d   h o p e   b e h i n d   c a m e r a
1.0,apple,nice work organizing apple popup store wish,"['nice', 'work', 'organizing', 'apple', 'popup', 'store', 'wish']",n i c e   w o r k   o r g a n i z i n g   a p p l e   p o p u p   s t o r e   w i s h
1.0,apple,apple opening popup store cool another reason im,"['apple', 'opening', 'popup', 'store', 'cool', 'another', 'reason', 'im']",a p p l e   o p e n i n g   p o p u p   s t o r e   c o o l   a n o t h e r   r e a s o n   i m
1.0,apple,apple opening store downtown atx wknd time ppl buy ipad ui,"['apple', 'opening', 'store', 'downtown', 'atx', 'wknd', 'time', 'ppl', 'buy', 'ipad', 'ui']",a p p l e   o p e n i n g   s t o r e   d o w n t o w n   a t x   w k n d   t i m e   p p l   b u y   i p a d   u i
1.0,apple,apple opening downtown pop store even begins apple wins,"['apple', 'opening', 'downtown', 'pop', 'store', 'even', 'begin', 'apple', 'win']",a p p l e   o p e n i n g   d o w n t o w n   p o p   s t o r e   e v e n   b e g i n s   a p p l e   w i n s
1.0,apple,apple opening popup store congress 6th sell new ipads,"['apple', 'opening', 'popup', 'store', 'congress', '6th', 'sell', 'new', 'ipads']",a p p l e   o p e n i n g   p o p u p   s t o r e   c o n g r e s s   6 t h   s e l l   n e w   i p a d s
1.0,apple,apple opening popup store phew beginning panic thanks steve,"['apple', 'opening', 'popup', 'store', 'phew', 'beginning', 'panic', 'thanks', 'steve']",a p p l e   o p e n i n g   p o p u p   s t o r e   p h e w   b e g i n n i n g   p a n i c   t h a n k s   s t e v e
1.0,apple,apple opening popup store lt ya gotta hand apple always innovating,"['apple', 'opening', 'popup', 'store', 'lt', 'ya', 'gotta', 'hand', 'apple', 'always', 'innovating']",a p p l e   o p e n i n g   p o p u p   s t o r e   l t   y a   g o t t a   h a n d   a p p l e   a l w a y s   i n n o v a t i n g
1.0,apple,im listening get talib kweli via discovr app iphone im plane love gogo,"['im', 'listening', 'get', 'talib', 'kweli', 'via', 'discovr', 'app', 'iphone', 'im', 'plane', 'love', 'gogo']",i m   l i s t e n i n g   g e t   t a l i b   k w e l i   v i a   d i s c o v r   a p p   i p h o n e   i m   p l a n e   l o v e   g o g o
1.0,apple,apple opening temporary store downtown ipad launch,"['apple', 'opening', 'temporary', 'store', 'downtown', 'ipad', 'launch']",a p p l e   o p e n i n g   t e m p o r a r y   s t o r e   d o w n t o w n   i p a d   l a u n c h
1.0,apple,great evening w karateka castle wolfenstein choplifter apple classics,"['great', 'evening', 'w', 'karateka', 'castle', 'wolfenstein', 'choplifter', 'apple', 'classic']",g r e a t   e v e n i n g   w   k a r a t e k a   c a s t l e   w o l f e n s t e i n   c h o p l i f t e r   a p p l e   c l a s s i c s
1.0,apple,also thanks apple releasing ios time installed leaving home,"['also', 'thanks', 'apple', 'releasing', 'io', 'time', 'installed', 'leaving', 'home']",a l s o   t h a n k s   a p p l e   r e l e a s i n g   i o s   t i m e   i n s t a l l e d   l e a v i n g   h o m e
1.0,apple,dan neumann announced launch organics first consumerfacing ipad app broadfeed check,"['dan', 'neumann', 'announced', 'launch', 'organic', 'first', 'consumerfacing', 'ipad', 'app', 'broadfeed', 'check']",d a n   n e u m a n n   a n n o u n c e d   l a u n c h   o r g a n i c s   f i r s t   c o n s u m e r f a c i n g   i p a d   a p p   b r o a d f e e d   c h e c k
1.0,apple,youre gonna want iphone apps youre heading today hot ones download away,"['youre', 'gonna', 'want', 'iphone', 'apps', 'youre', 'heading', 'today', 'hot', 'one', 'download', 'away']",y o u r e   g o n n a   w a n t   i p h o n e   a p p s   y o u r e   h e a d i n g   t o d a y   h o t   o n e s   d o w n l o a d   a w a y
1.0,apple,mypov winner popup apple store chevy cruze losers investors propping frothy staups w enterprise strategy,"['mypov', 'winner', 'popup', 'apple', 'store', 'chevy', 'cruze', 'loser', 'investor', 'propping', 'frothy', 'staups', 'w', 'enterprise', 'strategy']",m y p o v   w i n n e r   p o p u p   a p p l e   s t o r e   c h e v y   c r u z e   l o s e r s   i n v e s t o r s   p r o p p i n g   f r o t h y   s t a u p s   w   e n t e r p r i s e   s t r a t e g y
1.0,apple,keep winning shit thanks killer ipad case,"['keep', 'winning', 'shit', 'thanks', 'killer', 'ipad', 'case']",k e e p   w i n n i n g   s h i t   t h a n k s   k i l l e r   i p a d   c a s e
-1.0,apple,wouldnt buy ipad id wait ipad telepoing capabilities,"['wouldnt', 'buy', 'ipad', 'id', 'wait', 'ipad', 'telepoing', 'capability']",w o u l d n t   b u y   i p a d   i d   w a i t   i p a d   t e l e p o i n g   c a p a b i l i t i e s
